property,opened_date,contracted_date,completed_date,signoffreceived_date,usps_id,closed_date,usps_issue_number,estimated_cost,status,priority,category,type,assignedto,project_origin,project_age,age_bucket,stage_group,is_open,project_key
"Milton, NV",2025-09-28,,,,,,,15000.0,Assigned,Normal,Repair,Roof Replacement - Shingle,Sarah Williams,Internal,206.0,90+,Not Started,Open,"Milton, NV|2025-09-28"
"Dayton, PA",2025-09-29,,,,2578858,,3127401,8000.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,USPS,205.0,90+,Not Started,Open,"Dayton, PA|2025-09-29"
"Florence, MO",2025-09-29,,,,2578747,,3127246,250.0,Assigned,Urgent,Repair,Plumbing,Sarah Williams,USPS,205.0,90+,Not Started,Open,"Florence, MO|2025-09-29"
"Greenville, SD",2025-09-29,2007-09-29,2025-09-29,2025-09-30,2579445,2025-09-30,3127956,0.0,Closed,Emergency,Repair,Glass,Jessica Martin,USPS,1.0,0-30,Closed,Closed,"Greenville, SD|2025-09-29"
"Anderson, PA",2025-09-30,2025-09-30,2025-10-05,2025-10-06,2579012,,3127488,0.0,Closed,Urgent,Repair,Siding,Ashley Thompson,USPS,204.0,90+,Closed,Closed,"Anderson, PA|2025-09-30"
"Arlington, MN",2025-09-30,,,,2578821,,3127360,500.0,Assigned,Urgent,Repair,Concrete,Brandon Davis,USPS,204.0,90+,Not Started,Open,"Arlington, MN|2025-09-30"
"Arlington, MN",2025-09-30,,,,2578872,,3127379,350.0,Assigned,Urgent,Repair,Flooring,Brandon Davis,USPS,204.0,90+,Not Started,Open,"Arlington, MN|2025-09-30"
"Arlington, MN",2025-09-30,,,,2578883,,3127362,200.0,Assigned,Urgent,Repair,Doors,Brandon Davis,USPS,204.0,90+,Not Started,Open,"Arlington, MN|2025-09-30"
"Arlington, MN",2025-09-30,,2025-09-30,2025-10-21,2578864,2025-10-21,3127331,500.0,Closed,Urgent,Repair,Paving (Repair),Brandon Davis,USPS,21.0,0-30,Closed,Closed,"Arlington, MN|2025-09-30"
"Ashland, PA",2025-09-30,2025-10-05,2025-10-09,,2579530,,3128071,100.0,Completed,Urgent,Repair,Flooring,Brandon Davis,USPS,204.0,90+,Completed Not Paid,Open,"Ashland, PA|2025-09-30"
"Clinton, CA",2025-09-30,2025-09-30,,,na,,na,220.0,Contracted,Normal,Repair,HVAC PM,Mike Johnson,USPS,204.0,90+,In Progress,Open,"Clinton, CA|2025-09-30"
"Clinton, OR",2025-09-30,2025-10-05,2025-10-06,2025-10-07,2579032,2025-10-19,3127509,250.0,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,19.0,0-30,Closed,Closed,"Clinton, OR|2025-09-30"
"Columbia, MO",2025-09-30,2025-10-05,2025-10-06,2025-10-06,2579049,2025-10-19,3127559,250.0,Closed,Urgent,Repair,Plumbing,Brandon Davis,USPS,19.0,0-30,Closed,Closed,"Columbia, MO|2025-09-30"
"Dayton, CT",2025-09-30,,,,2579549,,3128037,500.0,Assigned,Urgent,Repair,Masonry,Ashley Thompson,USPS,204.0,90+,Not Started,Open,"Dayton, CT|2025-09-30"
"Dayton, CT",2025-09-30,,,,2579548,,3128036,500.0,Assigned,Urgent,Repair,Masonry,Ashley Thompson,USPS,204.0,90+,Not Started,Open,"Dayton, CT|2025-09-30"
"Dayton, CT",2025-09-30,,,,2579550,,3128118,1000.0,Assigned,Urgent,Repair,Masonry,Ashley Thompson,USPS,204.0,90+,Not Started,Open,"Dayton, CT|2025-09-30"
"Dayton, CT",2025-09-30,2025-10-08,2025-10-22,2025-10-22,2579458,,3127977,110.0,Completed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,204.0,90+,Completed Not Paid,Open,"Dayton, CT|2025-09-30"
"Edison, WA",2025-09-30,,,,2579575,,3128105,550.0,Assigned,Normal,Repair,Doors,Jessica Martin,USPS,204.0,90+,Not Started,Open,"Edison, WA|2025-09-30"
"Gainesville, MI",2025-09-30,2025-10-01,2025-10-07,2025-10-07,2579487,,3128012,250.0,Payment,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,204.0,90+,Financial Processing,Open,"Gainesville, MI|2025-09-30"
"Georgetown, NC",2025-09-30,,,,2579439-3127994,,3127994,0.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,USPS,204.0,90+,Not Started,Open,"Georgetown, NC|2025-09-30"
"Greenville, SD",2025-09-30,,2025-09-30,2025-10-21,2579445,2025-10-21,3127961,0.0,Closed,Urgent,Repair,Vandalism,Mike Johnson,USPS,21.0,0-30,Closed,Closed,"Greenville, SD|2025-09-30"
"Jackson, LA",2025-09-30,,,,2579318,,3127904,250.0,Assigned,Urgent,Repair,Roof Repair,Sarah Williams,USPS,204.0,90+,Not Started,Open,"Jackson, LA|2025-09-30"
"Lancaster, ID",2025-09-30,,,,2579037,,3127515,,Assigned,Urgent,Repair,Roof Repair,Kevin Miller,USPS,204.0,90+,Not Started,Open,"Lancaster, ID|2025-09-30"
"Mount Vernon, MA",2025-09-30,,,,2579471,,3128019,300.0,Assigned,Urgent,Repair,Doors,Kevin Miller,USPS,204.0,90+,Not Started,Open,"Mount Vernon, MA|2025-09-30"
"Mount Vernon, WI",2025-09-30,,,,2578601,,3127259,1000.0,Assigned,Urgent,Repair,Roof Repair,Ashley Thompson,USPS,204.0,90+,Not Started,Open,"Mount Vernon, WI|2025-09-30"
"Newport, VA",2025-09-30,,,,2579326,,3127807,14000.0,Assigned,Urgent,Repair,HVAC Replacement,Mike Johnson,USPS,204.0,90+,Not Started,Open,"Newport, VA|2025-09-30"
"Oakland, MI",2025-09-30,2025-09-30,2025-09-30,2025-10-21,2579269,,3127753,90.0,Payment,Urgent,Repair,Plumbing,Kevin Miller,USPS,204.0,90+,Financial Processing,Open,"Oakland, MI|2025-09-30"
"Plymouth, CO",2025-09-30,,,,,,,20000.0,Assigned,Urgent,Repair,Roof Replacement - Shingle,Brandon Davis,Internal,204.0,90+,Not Started,Open,"Plymouth, CO|2025-09-30"
"Plymouth, CO",2025-09-30,,,,2579134,,3127611,1000.0,Assigned,Urgent,Repair,Roof Repair,Brandon Davis,USPS,204.0,90+,Not Started,Open,"Plymouth, CO|2025-09-30"
"Springfield, AR",2025-09-30,,,,2579531,,3128072,3500.0,Assigned,Urgent,Repair,Paving (Repair),Ashley Thompson,USPS,204.0,90+,Not Started,Open,"Springfield, AR|2025-09-30"
"Springfield, AR",2025-09-30,2025-10-06,2025-10-07,,2578761,,3127266,405.94,Payment,Urgent,Repair,Glass,Ashley Thompson,USPS,204.0,90+,Financial Processing,Open,"Springfield, AR|2025-09-30"
"Florence, OK",2025-10-02,2025-10-21,,,2580399,,3129064,180.0,Contracted,Normal,Repair,Plumbing,Jessica Martin,USPS,202.0,90+,In Progress,Open,"Florence, OK|2025-10-02"
"Georgetown, ME",2025-10-02,,,,2579862,,3128402,500.0,Assigned,Urgent,Repair,Siding,Ashley Thompson,USPS,202.0,90+,Not Started,Open,"Georgetown, ME|2025-10-02"
"Hamilton, NJ",2025-10-02,,,,2580436,,3129016,500.0,Assigned,Normal,Repair,Paving (Repair),Sarah Williams,USPS,202.0,90+,Not Started,Open,"Hamilton, NJ|2025-10-02"
"Hamilton, OH",2025-10-02,2025-10-05,2025-10-07,2025-10-14,2579854,2025-10-20,3128446,129.5,Closed,Urgent,Repair,Electrical Repairs,Ashley Thompson,USPS,18.0,0-30,Closed,Closed,"Hamilton, OH|2025-10-02"
"Lancaster, ID",2025-10-02,2025-09-21,2025-10-02,2025-10-20,,,,515.5,Payment,Urgent,Repair,HVAC Repairs,Ashley Thompson,Internal,202.0,90+,Financial Processing,Open,"Lancaster, ID|2025-10-02"
"Norwood, PA",2025-10-02,2025-10-16,,,2580453,,3129056,500.0,Contracted,Urgent,Repair,Roof Repair,Kevin Miller,USPS,202.0,90+,In Progress,Open,"Norwood, PA|2025-10-02"
"Oakland, IA",2025-10-02,,,,2580360-3128980,,3128980,250.0,Assigned,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,202.0,90+,Not Started,Open,"Oakland, IA|2025-10-02"
"Oakland, IA",2025-10-02,,,,2580260-3128984,,3128984,500.0,Assigned,Normal,Repair,Paving (Repair),Sarah Williams,USPS,202.0,90+,Not Started,Open,"Oakland, IA|2025-10-02"
"Oakland, MI",2025-10-02,,,,2580707,,3129326,400.0,Assigned,Urgent,Repair,Plumbing,Kevin Miller,USPS,202.0,90+,Not Started,Open,"Oakland, MI|2025-10-02"
"Springfield, NJ",2025-10-02,,,,2579825,,3128395,1000.0,Assigned,Normal,Repair,Roof Repair,Jessica Martin,USPS,202.0,90+,Not Started,Open,"Springfield, NJ|2025-10-02"
"Ashland, PA",2025-10-05,2025-10-05,2025-10-09,,,,,150.0,Completed,Urgent,Repair,Board Up,Brandon Davis,Internal,199.0,90+,Completed Not Paid,Open,"Ashland, PA|2025-10-05"
"Clinton, OR",2025-10-05,,,,,,,787.5,Assigned,Normal,Repair,HVAC Repairs,Sarah Williams,Internal,199.0,90+,Not Started,Open,"Clinton, OR|2025-10-05"
"Oxford, MN",2025-10-05,,2025-10-06,,na,,na,0.0,Completed,Normal,Repair,Other,Mike Johnson,USPS,199.0,90+,Completed Not Paid,Open,"Oxford, MN|2025-10-05"
"Lexington, TX",2025-10-06,2025-09-04,2025-09-04,,,2025-10-14,,243.32,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,Internal,8.0,0-30,Closed,Closed,"Lexington, TX|2025-10-06"
"Lexington, TX",2025-10-06,2025-10-06,2025-10-06,,2581122,,3129759,226.26,Completed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,198.0,90+,Completed Not Paid,Open,"Lexington, TX|2025-10-06"
"Oakland, LA",2025-10-06,2025-10-14,,,2580659,,3129318,200.0,Contracted,Normal,Repair,Electrical Repairs,Jessica Martin,USPS,198.0,90+,In Progress,Open,"Oakland, LA|2025-10-06"
"Winchester, MS",2025-10-06,2025-10-06,2025-10-06,2025-10-06,2581154,2025-10-16,3129795,0.0,Closed,Normal,Repair,Plumbing,Jessica Martin,USPS,10.0,0-30,Closed,Closed,"Winchester, MS|2025-10-06"
"Columbia, FL",2025-10-07,,,,2581653,,3130335,0.0,Assigned,Urgent,Repair,Environmental Repairs,Ashley Thompson,USPS,197.0,90+,Not Started,Open,"Columbia, FL|2025-10-07"
"Danville, MA",2025-10-07,2025-10-07,2025-10-08,2025-10-08,2582008,2025-10-20,3130727,750.0,Closed,Urgent,Repair,Drive Thru,Brandon Davis,USPS,13.0,0-30,Closed,Closed,"Danville, MA|2025-10-07"
"Dayton, CO",2025-10-07,2025-10-15,2025-10-16,2025-10-16,2579270,,3127754,176.0,Payment,Normal,Repair,Plumbing,Jessica Martin,USPS,197.0,90+,Financial Processing,Open,"Dayton, CO|2025-10-07"
"Hamilton, KS",2025-10-07,2025-01-23,2025-01-23,,,,,88.0,Payment,Normal,Repair,HVAC Repairs,Kevin Miller,Internal,197.0,90+,Financial Processing,Open,"Hamilton, KS|2025-10-07"
"Jackson, TX",2025-10-07,,,,2581196,,3129816,300.0,Assigned,Urgent,Repair,Doors,Kevin Miller,USPS,197.0,90+,Not Started,Open,"Jackson, TX|2025-10-07"
"Salem, OR",2025-10-07,,,,2579472,,3128020,400.0,Assigned,Normal,Repair,Doors,Jessica Martin,USPS,197.0,90+,Not Started,Open,"Salem, OR|2025-10-07"
"Danville, NM",2025-10-08,2025-10-16,,,na,,na,2288.0,Contracted,Normal,Repair,Fencing,Mike Johnson,USPS,196.0,90+,In Progress,Open,"Danville, NM|2025-10-08"
"Mount Vernon, AZ",2025-10-08,,,,2581269,,3129911,0.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,USPS,196.0,90+,Not Started,Open,"Mount Vernon, AZ|2025-10-08"
"Ashland, NY",2025-10-09,2025-10-13,2025-10-14,2025-10-15,2582140,,3130876,228.98,Payment,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,195.0,90+,Financial Processing,Open,"Ashland, NY|2025-10-09"
"Farmington, MT",2025-10-09,,,,,,,500.0,Assigned,Normal,Repair,Paving (Repair),Jessica Martin,Internal,195.0,90+,Not Started,Open,"Farmington, MT|2025-10-09"
"Georgetown, SD",2025-10-09,,,,2581660,,3130342,500.0,Assigned,Normal,Repair,Glass,Kevin Miller,USPS,195.0,90+,Not Started,Open,"Georgetown, SD|2025-10-09"
"Lancaster, NY",2025-10-09,2025-10-21,,,2581649,,3130331,350.0,Contracted,Normal,Repair,Electrical Repairs,Jessica Martin,USPS,195.0,90+,In Progress,Open,"Lancaster, NY|2025-10-09"
"Danville, MA",2025-10-12,,,,2582008,,3130728,2000.0,Assigned,Urgent,Repair,Drive Thru,Brandon Davis,USPS,192.0,90+,Not Started,Open,"Danville, MA|2025-10-12"
"Fremont, MD",2025-10-12,,,,2582907,,3131683,500.0,Assigned,Emergency,Repair,Roof Repair,Sarah Williams,USPS,192.0,90+,Not Started,Open,"Fremont, MD|2025-10-12"
"Fremont, MD",2025-10-12,,,,2582907,,3131683,250.0,Assigned,Emergency,Repair,Ceiling Tiles,Sarah Williams,USPS,192.0,90+,Not Started,Open,"Fremont, MD|2025-10-12"
"Plymouth, WV",2025-10-12,2025-10-13,2025-10-13,2025-10-13,2582648,2025-10-19,3131494,290.0,Closed,Normal,Repair,Glass,Jessica Martin,USPS,7.0,0-30,Closed,Closed,"Plymouth, WV|2025-10-12"
"Rockville, NV",2025-10-12,,,,2582805,,3131565,250.0,Assigned,Emergency,Repair,Electrical Repairs,Sarah Williams,USPS,192.0,90+,Not Started,Open,"Rockville, NV|2025-10-12"
"Rockville, NV",2025-10-12,,,,2582805,,3131605,250.0,Assigned,Emergency,Repair,HVAC Repairs,Sarah Williams,USPS,192.0,90+,Not Started,Open,"Rockville, NV|2025-10-12"
"Rockville, NV",2025-10-12,,,,2582805,,3131602,1000.0,Assigned,Emergency,Repair,Roof Repair,Sarah Williams,USPS,192.0,90+,Not Started,Open,"Rockville, NV|2025-10-12"
"Rockville, NV",2025-10-12,,,,2582805,,3131607,500.0,Assigned,Emergency,Repair,Ceiling Tiles,Sarah Williams,USPS,192.0,90+,Not Started,Open,"Rockville, NV|2025-10-12"
"Florence, MT",2025-10-13,,,,2582702,,3131492,,Assigned,Urgent,Repair,Doors,Ashley Thompson,USPS,191.0,90+,Not Started,Open,"Florence, MT|2025-10-13"
"Franklin, UT",2025-10-13,2025-10-13,2025-10-16,2025-10-16,2583066,,3131842,2000.0,Payment,Emergency,Repair,Electrical Repairs,Brandon Davis,USPS,191.0,90+,Financial Processing,Open,"Franklin, UT|2025-10-13"
"Ashland, WA",2025-10-14,2025-10-15,2025-10-15,2025-10-15,,,,200.0,Completed,Urgent,Repair,Electrical Repairs,Brandon Davis,Internal,190.0,90+,Completed Not Paid,Open,"Ashland, WA|2025-10-14"
"Bloomington, AL",2025-10-14,,,,2582953,,3131731,500.0,Assigned,Urgent,Repair,Building Repairs,Brandon Davis,USPS,190.0,90+,Not Started,Open,"Bloomington, AL|2025-10-14"
"Carrollton, NJ",2025-10-14,,,,2581262,,3129903,450.0,Assigned,Normal,Repair,Pest Control,Jessica Martin,USPS,190.0,90+,Not Started,Open,"Carrollton, NJ|2025-10-14"
"Danville, OR",2025-10-14,,,,,,,13000.0,Assigned,Normal,Repair,Roof Replacement - Flat,Kevin Miller,Internal,190.0,90+,Not Started,Open,"Danville, OR|2025-10-14"
"Lancaster, CA",2025-10-14,,,,2583365,,3132096,1000.0,Assigned,Normal,Repair,Paving (Repair),Jessica Martin,USPS,190.0,90+,Not Started,Open,"Lancaster, CA|2025-10-14"
"Madison, OH",2025-10-14,,,,2582886,,3131669,800.0,Assigned,Normal,Repair,Hot Water Heater (Replacement),Jessica Martin,USPS,190.0,90+,Not Started,Open,"Madison, OH|2025-10-14"
"Madison, SD",2025-10-14,2025-10-14,2025-10-15,2025-10-15,2583227,,3132030,350.0,Payment,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,190.0,90+,Financial Processing,Open,"Madison, SD|2025-10-14"
"Manchester, AR",2025-10-14,2025-10-14,,,2583071,,3131847,152.9,Contracted,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,190.0,90+,In Progress,Open,"Manchester, AR|2025-10-14"
"Norwood, MS",2025-10-14,,,,2583369,,3132180,250.0,Assigned,Urgent,Repair,Other,Sarah Williams,USPS,190.0,90+,Not Started,Open,"Norwood, MS|2025-10-14"
"Rockville, NV",2025-10-14,,,,2583346,,3132163,1000.0,Assigned,Emergency,Repair,Roof Repair,Sarah Williams,USPS,190.0,90+,Not Started,Open,"Rockville, NV|2025-10-14"
"Gainesville, UT",2025-10-15,,,,na,,na,175.0,Contracted,Urgent,Repair,Locksmith,Kevin Miller,USPS,189.0,90+,In Progress,Open,"Gainesville, UT|2025-10-15"
"Lexington, TX",2025-10-15,2025-10-21,,,2583453,,3132287,300.0,Contracted,Urgent,Repair,Plumbing,Ashley Thompson,USPS,189.0,90+,In Progress,Open,"Lexington, TX|2025-10-15"
"Ashland, GA",2025-10-16,,,,2583449,,3132282,200.0,Assigned,Normal,Repair,Electrical Repairs,Jessica Martin,USPS,188.0,90+,Not Started,Open,"Ashland, GA|2025-10-16"
"Ashland, GA",2025-10-16,,,,2583449,,3132281,2500.0,Assigned,Normal,Repair,Masonry,Jessica Martin,USPS,188.0,90+,Not Started,Open,"Ashland, GA|2025-10-16"
"Ashland, GA",2025-10-16,,,,2583449,,3132283,500.0,Assigned,Normal,Repair,Doors,Jessica Martin,USPS,188.0,90+,Not Started,Open,"Ashland, GA|2025-10-16"
"Ashland, GA",2025-10-16,,,,2583449,,1312257,350.0,Assigned,Normal,Repair,Electrical Repairs,Jessica Martin,USPS,188.0,90+,Not Started,Open,"Ashland, GA|2025-10-16"
"Canton, IA",2025-10-16,2025-10-16,2025-10-16,2025-10-19,2584142,,3133022,400.0,Payment,Urgent,Repair,Board Up,Brandon Davis,USPS,188.0,90+,Financial Processing,Open,"Canton, IA|2025-10-16"
"Oxford, HI",2025-10-16,2025-10-15,2025-10-15,2025-10-16,,,3132811,450.0,Completed,Urgent,Repair,Drive Thru,Brandon Davis,USPS,188.0,90+,Completed Not Paid,Open,"Oxford, HI|2025-10-16"
"Oxford, HI",2025-10-16,2025-10-16,2025-10-20,,,,,100.0,Payment,Urgent,Repair,Structural,Brandon Davis,Internal,188.0,90+,Financial Processing,Open,"Oxford, HI|2025-10-16"
"Canton, IA",2025-10-19,2025-10-19,2025-10-20,2025-10-20,,,,200.0,Payment,Urgent,Repair,Glass,Brandon Davis,Internal,185.0,90+,Financial Processing,Open,"Canton, IA|2025-10-19"
"Carrollton, NJ",2025-10-19,,,,2583958,,3132881,,Assigned,Urgent,Repair,Siding,Ashley Thompson,USPS,185.0,90+,Not Started,Open,"Carrollton, NJ|2025-10-19"
"Florence, MA",2025-10-19,2025-10-19,2025-10-19,2025-10-19,,,,200.0,Completed,Urgent,Repair,HVAC Repairs,Jessica Martin,Internal,185.0,90+,Completed Not Paid,Open,"Florence, MA|2025-10-19"
"Mount Vernon, MA",2025-10-19,2025-10-19,2025-10-19,2025-10-21,2580962,,3129598,250.0,Completed,Normal,Repair,HVAC Repairs,Sarah Williams,USPS,185.0,90+,Completed Not Paid,Open,"Mount Vernon, MA|2025-10-19"
"Oxford, HI",2025-10-19,,,,2583910,,3132810,2000.0,Assigned,Urgent,Repair,Doors,Brandon Davis,USPS,185.0,90+,Not Started,Open,"Oxford, HI|2025-10-19"
"Plymouth, AR",2025-10-19,2025-10-19,,,,,,250.0,Contracted,Normal,Repair,HVAC Repairs,Sarah Williams,Internal,185.0,90+,In Progress,Open,"Plymouth, AR|2025-10-19"
"Anderson, MA",2025-10-20,2025-10-22,2025-10-23,,2584840,,3133801,173.0,Completed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,184.0,90+,Completed Not Paid,Open,"Anderson, MA|2025-10-20"
"Columbia, MO",2025-10-20,2025-10-22,2025-10-22,2025-10-22,2584632,,3133568,500.0,Completed,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,184.0,90+,Completed Not Paid,Open,"Columbia, MO|2025-10-20"
"Danville, NM",2025-10-20,,2025-05-26,,,,,2200.0,Payment,Urgent,Repair,HVAC PM,Brandon Davis,Internal,184.0,90+,Financial Processing,Open,"Danville, NM|2025-10-20"
"Danville, NM",2025-10-20,2025-10-06,2025-10-07,,,,,200.0,Payment,Urgent,Repair,Landscaping,Brandon Davis,Internal,184.0,90+,Financial Processing,Open,"Danville, NM|2025-10-20"
"Edison, KY",2025-10-20,,,,2584645,,3133581,100.0,Assigned,Urgent,Repair,Roof Repair,Brandon Davis,USPS,184.0,90+,Not Started,Open,"Edison, KY|2025-10-20"
"Edison, PA",2025-10-20,,,,2584375,,3133297,700.0,Assigned,Normal,Repair,Concrete,Jessica Martin,USPS,184.0,90+,Not Started,Open,"Edison, PA|2025-10-20"
"Hudson, WI",2025-10-20,,,,na,,na,0.0,Assigned,Urgent,Repair,Utilities,Mike Johnson,USPS,184.0,90+,Not Started,Open,"Hudson, WI|2025-10-20"
"Springfield, NV",2025-10-20,,,,2584274,,3133173,500.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,USPS,184.0,90+,Not Started,Open,"Springfield, NV|2025-10-20"
"Winchester, OR",2025-10-20,,,,2581709,,3130424,500.0,Assigned,Normal,Repair,Electrical Repairs,Jessica Martin,USPS,184.0,90+,Not Started,Open,"Winchester, OR|2025-10-20"
"Cleveland, ID",2025-10-21,2025-10-21,2025-10-21,,,,,85.0,Payment,Normal,Repair,Plumbing,Jessica Martin,Internal,183.0,90+,Financial Processing,Open,"Cleveland, ID|2025-10-21"
"Columbia, FL",2025-10-21,,,,2585188,,3134134,2500.0,Assigned,Urgent,Repair,Drive Thru,Sarah Williams,USPS,183.0,90+,Not Started,Open,"Columbia, FL|2025-10-21"
"Columbia, MS",2025-10-21,,,,2584930,,3133878,500.0,Assigned,Urgent,Repair,Painting,Brandon Davis,USPS,183.0,90+,Not Started,Open,"Columbia, MS|2025-10-21"
"Columbia, MS",2025-10-21,,,,2584930,,3133879,350.0,Assigned,Urgent,Repair,Ceiling Tiles,Brandon Davis,USPS,183.0,90+,Not Started,Open,"Columbia, MS|2025-10-21"
"Columbia, MS",2025-10-21,,,,2584930,,3133854,250.0,Assigned,Urgent,Repair,Gutters,Brandon Davis,USPS,183.0,90+,Not Started,Open,"Columbia, MS|2025-10-21"
"Danville, IN",2025-10-21,2025-10-26,,,2584917,,3133857,400.0,Contracted,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,183.0,90+,In Progress,Open,"Danville, IN|2025-10-21"
"Florence, IL",2025-10-21,,,,2585094,,3134120,50000.0,Assigned,Urgent,Repair,HVAC Replacement,Ashley Thompson,USPS,183.0,90+,Not Started,Open,"Florence, IL|2025-10-21"
"Greenville, SD",2025-10-21,2025-10-21,,,,2025-10-23,,0.0,Closed,Normal,Repair,Plumbing,Jessica Martin,Internal,2.0,0-30,Closed,Closed,"Greenville, SD|2025-10-21"
"Milton, MO",2025-10-21,,,,2584873,,3133860,0.0,Contracted,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,183.0,90+,In Progress,Open,"Milton, MO|2025-10-21"
"Winchester, SC",2025-10-21,2025-08-25,2025-09-10,,,,,150.0,Payment,Normal,Repair,Property Inspection,Kevin Miller,Internal,183.0,90+,Financial Processing,Open,"Winchester, SC|2025-10-21"
"Clinton, VT",2025-10-22,,,,2585554,,3134577,1000.0,Assigned,Normal,Repair,Building Repairs,Sarah Williams,USPS,182.0,90+,Not Started,Open,"Clinton, VT|2025-10-22"
"Clinton, VT",2025-10-22,,,,2585554,,3134576,1250.0,Assigned,Normal,Repair,Ceiling Tiles,Sarah Williams,USPS,182.0,90+,Not Started,Open,"Clinton, VT|2025-10-22"
"Lancaster, UT",2025-10-22,,,,,,,500.0,Assigned,Normal,Repair,Gutters,Jessica Martin,Internal,182.0,90+,Not Started,Open,"Lancaster, UT|2025-10-22"
"Lexington, TX",2025-10-22,,,,2585699,,3134773,1500.0,Assigned,Normal,Repair,Paving (Repair),Sarah Williams,USPS,182.0,90+,Not Started,Open,"Lexington, TX|2025-10-22"
"Madison, RI",2025-10-22,2025-10-22,,,na,,na,500.0,Contracted,Normal,Repair,HVAC PM,Mike Johnson,USPS,182.0,90+,In Progress,Open,"Madison, RI|2025-10-22"
"Oxford, NJ",2025-10-22,,,,na,,na,100.0,Contracted,Normal,Repair,HVAC PM,Mike Johnson,USPS,182.0,90+,In Progress,Open,"Oxford, NJ|2025-10-22"
"Plymouth, SD",2025-10-22,2025-10-22,,,,,,170.0,Contracted,Urgent,Repair,HVAC PM,Ashley Thompson,Internal,182.0,90+,In Progress,Open,"Plymouth, SD|2025-10-22"
"Bloomington, WY",2025-10-23,,,,2586350,,3135476,250.0,Assigned,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,181.0,90+,Not Started,Open,"Bloomington, WY|2025-10-23"
"Clinton, VT",2025-10-23,,,,,,,2500.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,Internal,181.0,90+,Not Started,Open,"Clinton, VT|2025-10-23"
"Franklin, DE",2025-10-23,2025-10-23,,,2585928,,3135012,250.0,Contracted,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,181.0,90+,In Progress,Open,"Franklin, DE|2025-10-23"
"Jackson, VT",2025-10-23,,,,,,,350.0,Assigned,Normal,Repair,Glass,Jessica Martin,Internal,181.0,90+,Not Started,Open,"Jackson, VT|2025-10-23"
"Lexington, TX",2025-10-23,,,,2585698,,3134772,,Assigned,Urgent,Repair,Building Repairs,Ashley Thompson,USPS,181.0,90+,Not Started,Open,"Lexington, TX|2025-10-23"
"Oakland, MI",2025-10-23,,,,,,,500.0,Assigned,Emergency,Repair,HVAC Repairs,Kevin Miller,Internal,181.0,90+,Not Started,Open,"Oakland, MI|2025-10-23"
"Springfield, AK",2025-10-23,,,,2585628,,3134616,300.0,Assigned,Normal,Repair,Electrical Repairs,Jessica Martin,USPS,181.0,90+,Not Started,Open,"Springfield, AK|2025-10-23"
"Albany, WI",2025-10-26,,,,2585654,,3134726,500.0,Assigned,Urgent,Repair,Roof Repair,Kevin Miller,USPS,178.0,90+,Not Started,Open,"Albany, WI|2025-10-26"
"Clinton, CA",2025-10-26,,,,2586228,,3135311,900.0,Assigned,Normal,Repair,Plumbing,Jessica Martin,USPS,178.0,90+,Not Started,Open,"Clinton, CA|2025-10-26"
"Clinton, CA",2025-10-26,,,,2586228,,3135312,500.0,Assigned,Normal,Repair,HVAC Filters,Jessica Martin,USPS,178.0,90+,Not Started,Open,"Clinton, CA|2025-10-26"
"Edison, NH",2025-10-26,,,,2583491,,3132345,500.0,Assigned,Normal,Repair,Electrical Repairs,Jessica Martin,USPS,178.0,90+,Not Started,Open,"Edison, NH|2025-10-26"
